ABC Analysis,,,,,,,,,
,,,,,,,,,
,SKU,Total Sales,% Annual Value,Annual Cumulative Value,% Annual Cumulative Value,ABC Codes,,ABC Code,Items
,OFF-PA-10000312,182.72,0.01%,2233994.33,97.25%,C,,,
,OFF-BI-10004209,182.52,0.01%,2234176.85,97.26%,C,,,
,OFF-AR-10003752,182.49,0.01%,2234359.34,97.26%,C,,,
,OFF-PA-10004996,181.46,0.01%,2234540.8,97.27%,C,,,
,OFF-AP-10003884,180.66,0.01%,2234721.46,97.28%,C,,,
,OFF-ST-10001505,180.6,0.01%,2234902.06,97.29%,C,,,
,FUR-FU-10002703,180.46,0.01%,2235082.52,97.30%,C,,,
,FUR-FU-10003691,180.31,0.01%,2235262.83,97.30%,C,,,
,TEC-MA-10003337,179.99,0.01%,2235442.82,97.31%,C,,,
,OFF-ST-10001580,179.76,0.01%,2235622.58,97.32%,C,,,
,OFF-SU-10004782,179.14,0.01%,2235801.72,97.33%,C,,,
,OFF-BI-10002103,178.99,0.01%,2235980.71,97.34%,C,,,
,OFF-PA-10003848,178.85,0.01%,2236159.56,97.34%,C,,,
,OFF-PA-10001725,178.3,0.01%,2236337.86,97.35%,C,,,
,OFF-LA-10002312,177.6,0.01%,2236515.46,97.36%,C,,,
,FUR-FU-10000221,176.79,0.01%,2236692.25,97.37%,C,,,
,OFF-BI-10000014,176.74,0.01%,2236868.99,97.37%,C,,,
,FUR-FU-10004671,176.7,0.01%,2237045.69,97.38%,C,,,
,OFF-ST-10000918,176.58,0.01%,2237222.27,97.39%,C,,,
,OFF-EN-10002986,176.29,0.01%,2237398.56,97.40%,C,,,
,OFF-LA-10001569,176.29,0.01%,2237574.85,97.40%,C,,,
,OFF-PA-10003172,176.26,0.01%,2237751.11,97.41%,C,,,
,OFF-EN-10002592,176.01,0.01%,2237927.12,97.42%,C,,,
,FUR-FU-10000010,175.94,0.01%,2238103.06,97.43%,C,,,
,FUR-FU-10000448,175.78,0.01%,2238278.84,97.44%,C,,,
,TEC-PH-10002070,175.41,0.01%,2238454.25,97.44%,C,,,
,OFF-BI-10001078,175.38,0.01%,2238629.63,97.45%,C,,,
,OFF-BI-10004002,174.73,0.01%,2238804.36,97.46%,C,,,
,OFF-PA-10002160,174.56,0.01%,2238978.92,97.47%,C,,,
,TEC-AC-10004396,174.24,0.01%,2239153.16,97.47%,C,,,
,TEC-PH-10000376,173.82,0.01%,2239326.98,97.48%,C,,,
,OFF-AR-10001860,173.5,0.01%,2239500.48,97.49%,C,,,
,OFF-PA-10000477,172.78,0.01%,2239673.26,97.50%,C,,,
,OFF-BI-10000320,172.7,0.01%,2239845.96,97.50%,C,,,
,OFF-AR-10001683,171.39,0.01%,2240017.35,97.51%,C,,,
,OFF-AR-10003514,171.14,0.01%,2240188.49,97.52%,C,,,
,FUR-FU-10002396,171.09,0.01%,2240359.58,97.53%,C,,,
,OFF-PA-10001870,171.07,0.01%,2240530.65,97.53%,C,,,
,OFF-AR-10004691,171.04,0.01%,2240701.69,97.54%,C,,,
,OFF-BI-10001249,170.99,0.01%,2240872.68,97.55%,C,,,
,TEC-AC-10004814,170.97,0.01%,2241043.65,97.56%,C,,,
,OFF-AP-10000390,170.74,0.01%,2241214.39,97.56%,C,,,
,FUR-FU-10002088,170.63,0.01%,2241385.02,97.57%,C,,,
,OFF-PA-10002764,170.1,0.01%,2241555.12,97.58%,C,,,
,OFF-PA-10001667,169.83,0.01%,2241724.95,97.59%,C,,,
,OFF-PA-10004101,169.78,0.01%,2241894.73,97.59%,C,,,
,OFF-PA-10002968,169.02,0.01%,2242063.75,97.60%,C,,,
,FUR-FU-10002671,168.84,0.01%,2242232.59,97.61%,C,,,
,FUR-FU-10001037,168.74,0.01%,2242401.33,97.61%,C,,,
,OFF-PA-10002195,168.45,0.01%,2242569.78,97.62%,C,,,
,OFF-AP-10000027,168.39,0.01%,2242738.17,97.63%,C,,,
,OFF-LA-10004093,168.13,0.01%,2242906.3,97.64%,C,,,
,FUR-FU-10002554,167.93,0.01%,2243074.23,97.64%,C,,,
,OFF-PA-10002666,166.7,0.01%,2243240.93,97.65%,C,,,
,OFF-SU-10004664,166.05,0.01%,2243406.98,97.66%,C,,,
,OFF-PA-10003651,165.66,0.01%,2243572.64,97.67%,C,,,
,OFF-BI-10000301,164.98,0.01%,2243737.62,97.67%,C,,,
,OFF-PA-10001804,164.33,0.01%,2243901.95,97.68%,C,,,
,OFF-EN-10004459,163.49,0.01%,2244065.44,97.69%,C,,,
,FUR-FU-10004587,163.33,0.01%,2244228.77,97.69%,C,,,
,FUR-FU-10003849,161.92,0.01%,2244390.69,97.70%,C,,,
,OFF-PA-10004041,161.32,0.01%,2244552.01,97.71%,C,,,
,FUR-FU-10001487,160.54,0.01%,2244712.55,97.72%,C,,,
,OFF-EN-10001099,160.39,0.01%,2244872.94,97.72%,C,,,
,OFF-PA-10000726,160.34,0.01%,2245033.28,97.73%,C,,,
,TEC-PH-10003535,159.98,0.01%,2245193.26,97.74%,C,,,
,OFF-SU-10001664,159.4,0.01%,2245352.66,97.74%,C,,,
,OFF-LA-10002043,159.39,0.01%,2245512.05,97.75%,C,,,
,FUR-FU-10000175,159.27,0.01%,2245671.32,97.76%,C,,,
,FUR-FU-10004963,159.25,0.01%,2245830.57,97.76%,C,,,
,FUR-FU-10003798,158.24,0.01%,2245988.81,97.77%,C,,,
,OFF-AP-10000326,157.92,0.01%,2246146.73,97.78%,C,,,
,OFF-AR-10004062,157.2,0.01%,2246303.93,97.78%,C,,,
,OFF-BI-10004817,156.92,0.01%,2246460.85,97.79%,C,,,
,FUR-FU-10002157,156.8,0.01%,2246617.65,97.80%,C,,,
,OFF-PA-10000300,155.84,0.01%,2246773.49,97.80%,C,,,
,FUR-FU-10003832,155.71,0.01%,2246929.2,97.81%,C,,,
,OFF-PA-10002689,155.52,0.01%,2247084.72,97.82%,C,,,
,FUR-FU-10000794,155.38,0.01%,2247240.1,97.83%,C,,,
,OFF-LA-10000414,155.25,0.01%,2247395.35,97.83%,C,,,
,OFF-PA-10000919,155.04,0.01%,2247550.39,97.84%,C,,,
,TEC-AC-10004877,154.56,0.01%,2247704.95,97.85%,C,,,
,FUR-FU-10002456,154.34,0.01%,2247859.29,97.85%,C,,,
,OFF-LA-10002945,153.72,0.01%,2248013.01,97.86%,C,,,
,OFF-LA-10000240,153.51,0.01%,2248166.52,97.87%,C,,,
,OFF-BI-10001922,153.25,0.01%,2248319.77,97.87%,C,,,
,OFF-SU-10000946,153.22,0.01%,2248472.99,97.88%,C,,,
,OFF-PA-10000174,152.16,0.01%,2248625.15,97.89%,C,,,
,FUR-FU-10003142,152.06,0.01%,2248777.21,97.89%,C,,,
,FUR-FU-10003424,151.65,0.01%,2248928.86,97.90%,C,,,
,OFF-PA-10004888,151.63,0.01%,2249080.49,97.91%,C,,,
,OFF-PA-10003591,151.54,0.01%,2249232.03,97.91%,C,,,
,OFF-AP-10003266,151.07,0.01%,2249383.1,97.92%,C,,,
,TEC-AC-10003614,150.67,0.01%,2249533.77,97.92%,C,,,
,OFF-PA-10000061,150.34,0.01%,2249684.11,97.93%,C,,,
,OFF-AP-10003281,149.92,0.01%,2249834.03,97.94%,C,,,
,OFF-PA-10001712,149.85,0.01%,2249983.88,97.94%,C,,,
,FUR-FU-10003731,149.7,0.01%,2250133.58,97.95%,C,,,
,OFF-AR-10002656,149.63,0.01%,2250283.21,97.96%,C,,,
,FUR-FU-10002268,149.26,0.01%,2250432.47,97.96%,C,,,
,TEC-AC-10001635,148.03,0.01%,2250580.5,97.97%,C,,,
,TEC-PH-10003187,147.92,0.01%,2250728.42,97.98%,C,,,
,OFF-PA-10001934,147.74,0.01%,2250876.16,97.98%,C,,,
,OFF-AP-10004136,147.53,0.01%,2251023.69,97.99%,C,,,
,OFF-AP-10001303,147.26,0.01%,2251170.95,98.00%,C,,,
,OFF-BI-10004970,147.03,0.01%,2251317.98,98.00%,C,,,
,OFF-BI-10000948,146.99,0.01%,2251464.97,98.01%,C,,,
,OFF-FA-10003112,146.76,0.01%,2251611.73,98.02%,C,,,
,OFF-EN-10001219,146.69,0.01%,2251758.42,98.02%,C,,,
,OFF-PA-10004735,146.45,0.01%,2251904.87,98.03%,C,,,
,FUR-FU-10000820,146.11,0.01%,2252050.98,98.03%,C,,,
,OFF-AR-10004999,145.91,0.01%,2252196.89,98.04%,C,,,
,OFF-ST-10004634,145.73,0.01%,2252342.62,98.05%,C,,,
,FUR-FU-10000719,145.69,0.01%,2252488.31,98.05%,C,,,
,OFF-PA-10001800,145.15,0.01%,2252633.46,98.06%,C,,,
,OFF-PA-10000143,144.67,0.01%,2252778.13,98.07%,C,,,
,FUR-FU-10001967,143.92,0.01%,2252922.05,98.07%,C,,,
,OFF-PA-10001639,143.85,0.01%,2253065.9,98.08%,C,,,
,OFF-BI-10002215,143.42,0.01%,2253209.32,98.08%,C,,,
,OFF-BI-10002982,143.01,0.01%,2253352.33,98.09%,C,,,
,OFF-PA-10002262,142.56,0.01%,2253494.89,98.10%,C,,,
,OFF-BI-10004738,142.04,0.01%,2253636.93,98.10%,C,,,
,OFF-BI-10000829,141.89,0.01%,2253778.82,98.11%,C,,,
,OFF-BI-10001153,141.61,0.01%,2253920.43,98.12%,C,,,
,OFF-PA-10004621,141.27,0.01%,2254061.7,98.12%,C,,,
,OFF-PA-10004983,141.26,0.01%,2254202.96,98.13%,C,,,
,OFF-AR-10003338,139.87,0.01%,2254342.83,98.13%,C,,,
,OFF-FA-10000621,139.62,0.01%,2254482.45,98.14%,C,,,
,OFF-FA-10000134,139.44,0.01%,2254621.89,98.15%,C,,,
,OFF-PA-10002479,139.38,0.01%,2254761.27,98.15%,C,,,
,OFF-PA-10001184,138.74,0.01%,2254900.01,98.16%,C,,,
,OFF-PA-10002036,138.67,0.01%,2255038.68,98.16%,C,,,
,OFF-PA-10002250,138.53,0.01%,2255177.21,98.17%,C,,,
,OFF-AR-10003156,138.18,0.01%,2255315.39,98.18%,C,,,
,FUR-FU-10000771,138.16,0.01%,2255453.55,98.18%,C,,,
,OFF-BI-10003694,137.81,0.01%,2255591.36,98.19%,C,,,
,OFF-BI-10003460,137.54,0.01%,2255728.9,98.19%,C,,,
,FUR-FU-10001918,137.17,0.01%,2255866.07,98.20%,C,,,
,OFF-LA-10004484,137.11,0.01%,2256003.18,98.21%,C,,,
,OFF-PA-10000246,136.82,0.01%,2256140,98.21%,C,,,
,OFF-BI-10003429,136.73,0.01%,2256276.73,98.22%,C,,,
,FUR-TA-10001691,136.46,0.01%,2256413.19,98.22%,C,,,
,OFF-BI-10001072,136.44,0.01%,2256549.63,98.23%,C,,,
,OFF-PA-10001593,136.35,0.01%,2256685.98,98.24%,C,,,
,FUR-FU-10002597,136.34,0.01%,2256822.32,98.24%,C,,,
,OFF-SU-10003567,136.32,0.01%,2256958.64,98.25%,C,,,
,TEC-AC-10004209,136.28,0.01%,2257094.92,98.25%,C,,,
,OFF-BI-10003476,135.81,0.01%,2257230.73,98.26%,C,,,
,FUR-FU-10002960,135.65,0.01%,2257366.38,98.27%,C,,,
,OFF-PA-10004451,134.79,0.01%,2257501.17,98.27%,C,,,
,OFF-BI-10004040,134.68,0.01%,2257635.85,98.28%,C,,,
,OFF-BI-10004139,133.86,0.01%,2257769.71,98.28%,C,,,
,OFF-PA-10004285,133.6,0.01%,2257903.31,98.29%,C,,,
,FUR-FU-10000732,133.14,0.01%,2258036.45,98.30%,C,,,
,TEC-PH-10004348,133.13,0.01%,2258169.58,98.30%,C,,,
,OFF-PA-10001838,132.89,0.01%,2258302.47,98.31%,C,,,
,OFF-BI-10003712,131.1,0.01%,2258433.57,98.31%,C,,,
,TEC-MA-10003173,131.1,0.01%,2258564.67,98.32%,C,,,
,OFF-PA-10000743,130.93,0.01%,2258695.6,98.32%,C,,,
,OFF-EN-10001990,130.64,0.01%,2258826.24,98.33%,C,,,
,OFF-PA-10004040,129.17,0.01%,2258955.41,98.34%,C,,,
,OFF-AP-10000252,128.7,0.01%,2259084.11,98.34%,C,,,
,OFF-FA-10000624,128.16,0.01%,2259212.27,98.35%,C,,,
,OFF-AR-10001419,128.03,0.01%,2259340.3,98.35%,C,,,
,TEC-PH-10004700,127.87,0.01%,2259468.17,98.36%,C,,,
,OFF-AR-10003504,127.54,0.01%,2259595.71,98.36%,C,,,
,OFF-PA-10001534,127.01,0.01%,2259722.72,98.37%,C,,,
,TEC-PH-10003875,126.36,0.01%,2259849.08,98.37%,C,,,
,OFF-PA-10002893,125.84,0.01%,2259974.92,98.38%,C,,,
,FUR-FU-10001196,125.79,0.01%,2260100.71,98.38%,C,,,
,OFF-BI-10004364,125.32,0.01%,2260226.03,98.39%,C,,,
,OFF-EN-10001141,125.17,0.01%,2260351.2,98.40%,C,,,
,TEC-AC-10001590,125,0.01%,2260476.2,98.40%,C,,,
,OFF-PA-10002870,124.8,0.01%,2260601,98.41%,C,,,
,FUR-FU-10000073,124.74,0.01%,2260725.74,98.41%,C,,,
,OFF-PA-10002606,124.61,0.01%,2260850.35,98.42%,C,,,
,OFF-BI-10001900,124.6,0.01%,2260974.95,98.42%,C,,,
,FUR-FU-10000260,124.59,0.01%,2261099.54,98.43%,C,,,
,OFF-AR-10003696,124.49,0.01%,2261224.03,98.43%,C,,,
,OFF-PA-10001937,124.42,0.01%,2261348.45,98.44%,C,,,
,OFF-AR-10003631,123.91,0.01%,2261472.36,98.44%,C,,,
,OFF-AR-10001761,123.81,0.01%,2261596.17,98.45%,C,,,
,OFF-AR-10001374,123.12,0.01%,2261719.29,98.46%,C,,,
,OFF-PA-10004438,122.8,0.01%,2261842.09,98.46%,C,,,
,OFF-BI-10003708,122.18,0.01%,2261964.27,98.47%,C,,,
,OFF-PA-10000304,121.82,0.01%,2262086.09,98.47%,C,,,
,OFF-PA-10001994,121.39,0.01%,2262207.48,98.48%,C,,,
,OFF-LA-10002475,121.35,0.01%,2262328.83,98.48%,C,,,
,FUR-FU-10001867,121.29,0.01%,2262450.12,98.49%,C,,,
,OFF-AR-10004757,120.69,0.01%,2262570.81,98.49%,C,,,
,OFF-PA-10001569,120.53,0.01%,2262691.34,98.50%,C,,,
,OFF-PA-10002787,120.53,0.01%,2262811.87,98.50%,C,,,
,OFF-PA-10002246,119.97,0.01%,2262931.84,98.51%,C,,,
,OFF-BI-10002072,119.92,0.01%,2263051.76,98.51%,C,,,
,FUR-BO-10002206,119.83,0.01%,2263171.59,98.52%,C,,,
,FUR-FU-10004666,119.56,0.01%,2263291.15,98.52%,C,,,
,TEC-PH-10000148,119.51,0.01%,2263410.66,98.53%,C,,,
,OFF-PA-10003883,119.21,0.01%,2263529.87,98.53%,C,,,
,OFF-AR-10000034,118.72,0.01%,2263648.59,98.54%,C,,,
,OFF-PA-10000349,118.52,0.01%,2263767.11,98.54%,C,,,
,OFF-AR-10000122,118.3,0.01%,2263885.41,98.55%,C,,,
,OFF-BI-10001116,117.75,0.01%,2264003.16,98.55%,C,,,
,OFF-BI-10002799,117.59,0.01%,2264120.75,98.56%,C,,,
,FUR-FU-10002553,117.28,0.01%,2264238.03,98.57%,C,,,
,OFF-PA-10001471,116.96,0.01%,2264354.99,98.57%,C,,,
,OFF-BI-10001097,116.52,0.01%,2264471.51,98.58%,C,,,
,OFF-BI-10003981,116.22,0.01%,2264587.73,98.58%,C,,,
,OFF-PA-10000791,115.44,0.01%,2264703.17,98.59%,C,,,
,OFF-BI-10000404,115.24,0.01%,2264818.41,98.59%,C,,,
,FUR-FU-10001706,115.19,0.01%,2264933.6,98.60%,C,,,
,OFF-BI-10001634,115.03,0.01%,2265048.63,98.60%,C,,,
,OFF-PA-10001526,114.55,0.00%,2265163.18,98.61%,C,,,
,OFF-PA-10000327,113.84,0.00%,2265277.02,98.61%,C,,,
,OFF-LA-10001613,113.48,0.00%,2265390.5,98.62%,C,,,
,OFF-ST-10003327,113.2,0.00%,2265503.7,98.62%,C,,,
,OFF-BI-10001757,112.68,0.00%,2265616.38,98.63%,C,,,
,OFF-PA-10000289,111.46,0.00%,2265727.84,98.63%,C,,,
,OFF-AR-10002399,110.76,0.00%,2265838.6,98.63%,C,,,
,OFF-BI-10001553,110.59,0.00%,2265949.19,98.64%,C,,,
,OFF-BI-10002309,110.49,0.00%,2266059.68,98.64%,C,,,
,OFF-LA-10003766,110.25,0.00%,2266169.93,98.65%,C,,,
,OFF-PA-10000520,110.16,0.00%,2266280.09,98.65%,C,,,
,OFF-PA-10003072,110.16,0.00%,2266390.25,98.66%,C,,,
,OFF-PA-10003363,110.16,0.00%,2266500.41,98.66%,C,,,
,OFF-BI-10002437,110.02,0.00%,2266610.43,98.67%,C,,,
,OFF-PA-10001892,110.01,0.00%,2266720.44,98.67%,C,,,
,OFF-LA-10001934,109.65,0.00%,2266830.09,98.68%,C,,,
,OFF-PA-10004569,109.58,0.00%,2266939.67,98.68%,C,,,
,OFF-PA-10003893,109.57,0.00%,2267049.24,98.69%,C,,,
,FUR-FU-10001546,108.93,0.00%,2267158.17,98.69%,C,,,
,OFF-EN-10002312,108.68,0.00%,2267266.85,98.70%,C,,,
,OFF-BI-10001308,108.65,0.00%,2267375.5,98.70%,C,,,
,OFF-PA-10001745,108.42,0.00%,2267483.92,98.71%,C,,,
,FUR-FU-10003194,108.08,0.00%,2267592,98.71%,C,,,
,FUR-FU-10001935,108.04,0.00%,2267700.04,98.72%,C,,,
,TEC-AC-10001090,107.96,0.00%,2267808,98.72%,C,,,
,TEC-AC-10001542,107.91,0.00%,2267915.91,98.73%,C,,,
,OFF-AP-10002222,107.51,0.00%,2268023.42,98.73%,C,,,
,OFF-PA-10002615,106.72,0.00%,2268130.14,98.73%,C,,,
,OFF-LA-10001641,106.47,0.00%,2268236.61,98.74%,C,,,
,OFF-PA-10002464,106.35,0.00%,2268342.96,98.74%,C,,,
,OFF-PA-10000587,106.29,0.00%,2268449.25,98.75%,C,,,
,OFF-AP-10003278,106.18,0.00%,2268555.43,98.75%,C,,,
,OFF-BI-10003305,105.84,0.00%,2268661.27,98.76%,C,,,
,OFF-PA-10004610,105.29,0.00%,2268766.56,98.76%,C,,,
,TEC-AC-10002134,105.14,0.00%,2268871.7,98.77%,C,,,
,OFF-PA-10003309,104.97,0.00%,2268976.67,98.77%,C,,,
,TEC-PH-10003442,104.5,0.00%,2269081.17,98.78%,C,,,
,TEC-AC-10003237,103.88,0.00%,2269185.05,98.78%,C,,,
,OFF-PA-10003256,103.86,0.00%,2269288.91,98.78%,C,,,
,OFF-BI-10000343,102.62,0.00%,2269391.53,98.79%,C,,,
,OFF-AR-10000914,102.61,0.00%,2269494.14,98.79%,C,,,
,OFF-PA-10000069,102.5,0.00%,2269596.64,98.80%,C,,,
,OFF-BI-10002071,102.26,0.00%,2269698.9,98.80%,C,,,
,OFF-SU-10004661,102,0.00%,2269800.9,98.81%,C,,,
,TEC-MA-10002694,101.99,0.00%,2269902.89,98.81%,C,,,
,FUR-FU-10003095,101.94,0.00%,2270004.83,98.82%,C,,,
,OFF-PA-10002586,101.59,0.00%,2270106.42,98.82%,C,,,
,OFF-AR-10003560,100.94,0.00%,2270207.36,98.82%,C,,,
,OFF-BI-10002412,100.92,0.00%,2270308.28,98.83%,C,,,
,OFF-EN-10001028,100.63,0.00%,2270408.91,98.83%,C,,,
,OFF-BI-10003963,100.46,0.00%,2270509.37,98.84%,C,,,
,OFF-BI-10001758,100.39,0.00%,2270609.76,98.84%,C,,,
,OFF-PA-10000210,99.9,0.00%,2270709.66,98.85%,C,,,
,OFF-BI-10002571,99.81,0.00%,2270809.47,98.85%,C,,,
,OFF-BI-10001031,99.32,0.00%,2270908.79,98.86%,C,,,
,OFF-ST-10003572,99.12,0.00%,2271007.91,98.86%,C,,,
,OFF-PA-10004675,99.06,0.00%,2271106.97,98.86%,C,,,
,FUR-FU-10000409,98.87,0.00%,2271205.84,98.87%,C,,,
,OFF-PA-10003177,98.49,0.00%,2271304.33,98.87%,C,,,
,FUR-FU-10003919,98.13,0.00%,2271402.46,98.88%,C,,,
,FUR-FU-10002030,97.81,0.00%,2271500.27,98.88%,C,,,
,OFF-SU-10000952,97.68,0.00%,2271597.95,98.89%,C,,,
,OFF-PA-10004255,97.2,0.00%,2271695.15,98.89%,C,,,
,OFF-PA-10004782,97.2,0.00%,2271792.35,98.89%,C,,,
,OFF-LA-10000305,97.02,0.00%,2271889.37,98.90%,C,,,
,OFF-AR-10003056,96.73,0.00%,2271986.1,98.90%,C,,,
,OFF-BI-10002432,96.65,0.00%,2272082.75,98.91%,C,,,
,TEC-AC-10000290,96.42,0.00%,2272179.17,98.91%,C,,,
,FUR-FU-10001424,96.03,0.00%,2272275.2,98.91%,C,,,
,OFF-AR-10003405,95.94,0.00%,2272371.14,98.92%,C,,,
,OFF-PA-10000029,95.91,0.00%,2272467.05,98.92%,C,,,
,OFF-PA-10000788,95.9,0.00%,2272562.95,98.93%,C,,,
,OFF-PA-10003349,95.9,0.00%,2272658.85,98.93%,C,,,
,OFF-LA-10003148,95.76,0.00%,2272754.61,98.94%,C,,,
,OFF-LA-10000407,95.62,0.00%,2272850.23,98.94%,C,,,
,OFF-SU-10001165,95.07,0.00%,2272945.3,98.94%,C,,,
,OFF-AR-10004269,94.99,0.00%,2273040.29,98.95%,C,,,
,OFF-AR-10000716,94.86,0.00%,2273135.15,98.95%,C,,,
,OFF-PA-10002947,94.86,0.00%,2273230.01,98.96%,C,,,
,OFF-BI-10000756,94.13,0.00%,2273324.14,98.96%,C,,,
,FUR-FU-10001731,93.98,0.00%,2273418.12,98.96%,C,,,
,OFF-LA-10001771,93.63,0.00%,2273511.75,98.97%,C,,,
,FUR-FU-10000755,93.6,0.00%,2273605.35,98.97%,C,,,
,FUR-FU-10002506,93.53,0.00%,2273698.88,98.98%,C,,,
,OFF-PA-10001001,93.25,0.00%,2273792.13,98.98%,C,,,
,OFF-EN-10002600,93.22,0.00%,2273885.35,98.99%,C,,,
,OFF-AR-10003829,93.15,0.00%,2273978.5,98.99%,C,,,
,OFF-FA-10002780,92.98,0.00%,2274071.48,98.99%,C,,,
,OFF-BI-10002557,92.83,0.00%,2274164.31,99.00%,C,,,
,OFF-PA-10003845,92.48,0.00%,2274256.79,99.00%,C,,,
,OFF-PA-10004971,92.48,0.00%,2274349.27,99.01%,C,,,
,OFF-FA-10000585,92.14,0.00%,2274441.41,99.01%,C,,,
,OFF-BI-10000138,91.72,0.00%,2274533.13,99.01%,C,,,
,OFF-AP-10004868,91.68,0.00%,2274624.81,99.02%,C,,,
,OFF-ST-10000321,91.52,0.00%,2274716.33,99.02%,C,,,
,TEC-MA-10003493,91.48,0.00%,2274807.81,99.03%,C,,,
,OFF-BI-10000605,91.44,0.00%,2274899.25,99.03%,C,,,
,OFF-LA-10002195,91.17,0.00%,2274990.42,99.03%,C,,,
,FUR-BO-10001567,90.88,0.00%,2275081.3,99.04%,C,,,
,OFF-SU-10002503,90.88,0.00%,2275172.18,99.04%,C,,,
,OFF-AR-10003158,90.75,0.00%,2275262.93,99.05%,C,,,
,OFF-LA-10000121,90.72,0.00%,2275353.65,99.05%,C,,,
,OFF-BI-10003727,90.71,0.00%,2275444.36,99.05%,C,,,
,OFF-AR-10003045,90.56,0.00%,2275534.92,99.06%,C,,,
,OFF-PA-10002709,89.7,0.00%,2275624.62,99.06%,C,,,
,OFF-PA-10002751,89.7,0.00%,2275714.32,99.06%,C,,,
,OFF-BI-10003274,89.55,0.00%,2275803.87,99.07%,C,,,
,OFF-PA-10002365,89.42,0.00%,2275893.29,99.07%,C,,,
,OFF-LA-10002787,89.25,0.00%,2275982.54,99.08%,C,,,
,OFF-SU-10004737,88.92,0.00%,2276071.46,99.08%,C,,,
,OFF-AR-10004685,88.9,0.00%,2276160.36,99.08%,C,,,
,OFF-LA-10002034,88.38,0.00%,2276248.74,99.09%,C,,,
,OFF-AR-10000817,88.16,0.00%,2276336.9,99.09%,C,,,
,OFF-PA-10001260,88.11,0.00%,2276425.01,99.10%,C,,,
,TEC-AC-10002018,88.08,0.00%,2276513.09,99.10%,C,,,
,OFF-EN-10003448,88.01,0.00%,2276601.1,99.10%,C,,,
,OFF-AP-10003622,87.75,0.00%,2276688.85,99.11%,C,,,
,OFF-FA-10002763,87.69,0.00%,2276776.54,99.11%,C,,,
,OFF-BI-10003355,87.63,0.00%,2276864.17,99.11%,C,,,
,FUR-FU-10004020,87.52,0.00%,2276951.69,99.12%,C,,,
,OFF-LA-10003223,87.39,0.00%,2277039.08,99.12%,C,,,
,OFF-BI-10000546,87.26,0.00%,2277126.34,99.13%,C,,,
,OFF-PA-10001461,86.84,0.00%,2277213.18,99.13%,C,,,
,OFF-AR-10003732,86.74,0.00%,2277299.92,99.13%,C,,,
,OFF-AR-10004441,86.12,0.00%,2277386.04,99.14%,C,,,
,OFF-AR-10000411,86.08,0.00%,2277472.12,99.14%,C,,,
,OFF-BI-10004410,86,0.00%,2277558.12,99.14%,C,,,
,OFF-BI-10002949,85.73,0.00%,2277643.85,99.15%,C,,,
,OFF-PA-10000295,85.53,0.00%,2277729.38,99.15%,C,,,
,OFF-PA-10003001,85.5,0.00%,2277814.88,99.16%,C,,,
,OFF-BI-10000279,85.26,0.00%,2277900.14,99.16%,C,,,
,OFF-LA-10003720,84.87,0.00%,2277985.01,99.16%,C,,,
,FUR-FU-10004712,84.84,0.00%,2278069.85,99.17%,C,,,
,FUR-FU-10002885,84.83,0.00%,2278154.68,99.17%,C,,,
,OFF-PA-10003270,84.48,0.00%,2278239.16,99.17%,C,,,
,OFF-LA-10004689,84.39,0.00%,2278323.55,99.18%,C,,,
,OFF-PA-10000223,84.24,0.00%,2278407.79,99.18%,C,,,
,OFF-PA-10000552,84.24,0.00%,2278492.03,99.19%,C,,,
,OFF-AR-10000475,83.96,0.00%,2278575.99,99.19%,C,,,
,TEC-PH-10000004,83.94,0.00%,2278659.93,99.19%,C,,,
,OFF-AP-10002287,83.9,0.00%,2278743.83,99.20%,C,,,
,OFF-PA-10000533,83.72,0.00%,2278827.55,99.20%,C,,,
,OFF-LA-10004853,83.67,0.00%,2278911.22,99.20%,C,,,
,FUR-FU-10003096,83.49,0.00%,2278994.71,99.21%,C,,,
,TEC-AC-10002857,83.44,0.00%,2279078.15,99.21%,C,,,
,OFF-AR-10000390,83.42,0.00%,2279161.57,99.21%,C,,,
,OFF-BI-10003669,83.16,0.00%,2279244.73,99.22%,C,,,
,OFF-BI-10002827,82.95,0.00%,2279327.68,99.22%,C,,,
,FUR-FU-10000320,82.83,0.00%,2279410.51,99.23%,C,,,
,OFF-AR-10002375,82.66,0.00%,2279493.17,99.23%,C,,,
,OFF-PA-10004733,82.37,0.00%,2279575.54,99.23%,C,,,
,OFF-PA-10001952,82.22,0.00%,2279657.76,99.24%,C,,,
,OFF-BI-10000145,81.75,0.00%,2279739.51,99.24%,C,,,
,OFF-AR-10002053,81.65,0.00%,2279821.16,99.24%,C,,,
,OFF-SU-10004115,81.42,0.00%,2279902.58,99.25%,C,,,
,OFF-AR-10000634,81.32,0.00%,2279983.9,99.25%,C,,,
,FUR-FU-10004586,81.01,0.00%,2280064.91,99.25%,C,,,
,OFF-AR-10001149,80.95,0.00%,2280145.86,99.26%,C,,,
,OFF-PA-10001560,80.93,0.00%,2280226.79,99.26%,C,,,
,TEC-AC-10000521,80.78,0.00%,2280307.57,99.26%,C,,,
,OFF-AR-10003602,80.59,0.00%,2280388.16,99.27%,C,,,
,OFF-BI-10003314,80.5,0.00%,2280468.66,99.27%,C,,,
,OFF-PA-10004609,80.36,0.00%,2280549.02,99.28%,C,,,
,OFF-SU-10001225,80.22,0.00%,2280629.24,99.28%,C,,,
,OFF-AR-10001246,79.97,0.00%,2280709.21,99.28%,C,,,
